"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0.000161","0.9923","All",1,0,1,0.5,0.830212,0.443609,1,1,0.448138,0.380666,,,0.299816,,,,,0.00221601,0,0.141577,1,10.4185,9.34796,10.4185,9.34796,0.233546,0.16319,0.115621,0.278811,0.0598214,0.0360327,0,0,0.299816,0.396646,0.00221601,0,0,1,0,0,0.830212,0.443609,0.169788,0.386603,0.299816,0.00221601,0,0,0.141577
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0.000161","0.9923","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0.000161","0.9923","DisputeArises",1,0,1,0.5,0.830212,0.443609,1,1,0.448138,0.380666,,,0.299816,,,,,0.00221601,0,0.141577,1,10.4185,9.34796,10.4185,9.34796,0.233546,0.16319,0.115621,0.278811,0.0598214,0.0360327,0,0,0.299816,0.396646,0.00221601,0,0,1,0,0,0.830212,0.443609,0.169788,0.386603,0.299816,0.00221601,0,0,0.141577
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0.000161","0.9923","PFiles",0.8302,0,0.830212,0.5,1,0.534332,1,1,0.448138,0.380666,,,0.361132,,,,,0.00266921,0,0.170531,1,10.5041,9.21461,10.5041,9.21461,0.281309,0.196564,0.130823,0.327388,0.0720556,0.0412552,0,0,0.361132,0.396646,0.00266921,0,0,1,0,0,1,0.534332,0,0.465668,0.361132,0.00266921,0,0,0.170531
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0.000161","0.9923","DAnswers",0.4436,0,0.443609,0.5,1,1,1,1,0.448138,0.380666,,,0.675856,,,,,0.00499542,0,0.319148,1,10.2026,9.40164,10.2026,9.40164,0.395744,0.244199,0.178132,0.422331,0.0953882,0.0672033,0,0,0.675856,0.396646,0.00499542,0,0,1,0,0,1,1,0,0,0.675856,0.00499542,0,0,0.319148
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0.000161","0.9923","Litigated",0.4436,0,0.443609,0.5,1,1,1,1,0.448138,0.380666,,,0.675856,,,,,0.00499542,0,0.319148,1,10.2026,9.40164,10.2026,9.40164,0.395744,0.244199,0.178132,0.422331,0.0953882,0.0672033,0,0,0.675856,0.396646,0.00499542,0,0,1,0,0,1,1,0,0,0.675856,0.00499542,0,0,0.319148
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0.000161","0.9923","Not Litigated",0.5564,0,0.556391,0.5,0.694841,0,1,1,,,,,0,,,,,0,0,0,,10.5906,9.30516,10.5906,9.30516,0.104226,0.0986015,0.0657812,0.164383,0.0314642,0.0111804,0,0,0,,0,0,0,1,0,0,0.694841,0,0.305159,0.694841,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0.000161","0.9923","Settles",0.2998,0,0.299816,0.5,1,1,1,1,0.376454,0.416838,,,1,,,,,0,0,0,,10.2466,9.45335,10.2466,9.45335,0.3,0.195955,0.117317,0.313273,0.0480582,0.0208074,0,0,1,0.396646,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0.000161","0.9923","Tried",0.1416,0,0.141577,0.5,1,1,1,1,0.59684,0.307167,,,0,,,,,0,0,1,1,10.1149,9.28509,10.1149,9.28509,0.6,0.348165,0.306812,0.654977,0.196808,0.165854,0,0,0,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0.000161","0.9923","PWins",0.1416,0,0.141577,0.5,1,1,1,1,0.59684,0.307167,,,0,,,,,0,0,1,1,10.1149,9.28509,10.1149,9.28509,0.6,0.348165,0.306812,0.654977,0.196808,0.165854,0,0,0,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
