"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.7","0.0001782","0.9568","All",1,0,1,0.499997,0.703864,0.292029,1,1,0.614739,0.1,,,0.0549086,,,,,0.0956288,0.0524385,0.044637,0.512402,10.2913,9.38316,10.2913,9.38316,0.32555,0.293074,0.316128,0.609202,0.323458,0.316722,0,0,0.0549086,0.1,0.117837,0.0746465,0.0444159,0.499999,0,-8.5952E-06,0.703864,0.292029,0.296136,0.411836,0.0549086,0.0956288,0.0524385,0.0217647,0.0228719
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.7","0.0001782","0.9568","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.7","0.0001782","0.9568","DisputeArises",1,0,1,0.499997,0.703864,0.292029,1,1,0.614739,0.1,,,0.0549086,,,,,0.0956288,0.0524385,0.044637,0.512402,10.2913,9.38316,10.2913,9.38316,0.32555,0.293074,0.316128,0.609202,0.323458,0.316722,0,0,0.0549086,0.1,0.117837,0.0746465,0.0444159,0.499999,0,-8.5952E-06,0.703864,0.292029,0.296136,0.411836,0.0549086,0.0956288,0.0524385,0.0217647,0.0228719
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.7","0.0001782","0.9568","PFiles",0.7039,0,0.703864,0.607416,1,0.414893,1,1,0.614739,0.1,,,0.0780103,,,,,0.135863,0.074501,0.063417,0.512402,10.4138,9.12364,10.4138,9.12364,0.462518,0.416379,0.290904,0.707283,0.459546,0.291748,0,0,0.0780103,0.1,0.167414,0.106052,0.0631029,0.552134,0,0.26152,1,0.414893,0,0.585107,0.0780103,0.135863,0.074501,0.0309218,0.0324948
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.7","0.0001782","0.9568","DAnswers",0.292,0,0.292029,0.428677,1,1,1,1,0.614739,0.1,,,0.188025,,,,,0.327464,0.179567,0.15285,0.512402,10.0103,9.298,10.0103,9.298,0.69171,0.458907,0.441479,0.900386,0.562951,0.625285,0,0,0.188025,0.1,0.403511,0.255614,0.152094,0.465201,0,1.01731,1,1,0,0,0.188025,0.327464,0.179567,0.0745295,0.0783208
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.7","0.0001782","0.9568","Litigated",0.292,0,0.292029,0.428677,1,1,1,1,0.614739,0.1,,,0.188025,,,,,0.327464,0.179567,0.15285,0.512402,10.0103,9.298,10.0103,9.298,0.69171,0.458907,0.441479,0.900386,0.562951,0.625285,0,0,0.188025,0.1,0.403511,0.255614,0.152094,0.465201,0,1.01731,1,1,0,0,0.188025,0.327464,0.179567,0.0745295,0.0783208
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.7","0.0001782","0.9568","Not Litigated",0.708,0,0.707971,0.529415,0.581712,0,1,1,,,,,0,,,,,0,0,0,,10.4072,9.41829,10.4072,9.41829,0.174514,0.22467,0.264423,0.489093,0.22467,0.189444,0,0,0,,0,0,0,0.514352,0,-0.419638,0.581712,0,0.418288,0.581712,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.7","0.0001782","0.9568","Settles",0.0549,0,0.0549086,0.26637,1,1,1,1,0.1,0.1,,,1,,,,,0,0,0,,9.8,9.6,9.8,9.6,0.6,0.245541,0.463378,0.708918,0.0982163,0.556053,0,0,1,0.1,0,0,0,0.386148,0,0.15861,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.7","0.0001782","0.9568","Tried",0.0446,0,0.0446367,0.508762,1,1,1,1,0.880462,0.1,,,0,,,,,0,0,1,0.512402,9.93473,8.86527,9.93473,8.86527,1.2,1.00008,0.558424,1.5585,2.0788,1.39606,0,0,0,,0,0,0,0.504298,0,2.39264,1,1,0,0,0,0,0,0.487598,0.512402
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.7","0.0001782","0.9568","PWins",0.0229,0,0.0228719,0.597822,1,1,1,1,0.877086,0.1,,,0,,,,,0,0,1,1,11.3,7.5,11.3,7.5,1.2,1.95174,0,1.95174,4.05697,0,0,0,0,,0,0,0,0.548258,0,2.37106,1,1,0,0,0,0,0,0,1
