"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Timing 0.25","8.882000000000001E-16","3.741E-10","All",1,0,1,0.499995,0.60154,0.202079,1,1,0.709075,0.176836,,,0.0025476,,,,,0.0887675,0.0360347,0.023219,0.529577,10.2751,9.44201,10.2751,9.44201,0.282881,0.158988,0.248903,0.407891,0.202941,0.218021,0,0,0.0025476,0.5,0.114523,0.0617898,0.0515102,0.499994,0,7.5023E-06,0.60154,0.202079,0.39846,0.399461,0.0025476,0.0887675,0.0360347,0.0109229,0.0122965
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Timing 0.25","8.882000000000001E-16","3.741E-10","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Timing 0.25","8.882000000000001E-16","3.741E-10","DisputeArises",1,0,1,0.499995,0.60154,0.202079,1,1,0.709075,0.176836,,,0.0025476,,,,,0.0887675,0.0360347,0.023219,0.529577,10.2751,9.44201,10.2751,9.44201,0.282881,0.158988,0.248903,0.407891,0.202941,0.218021,0,0,0.0025476,0.5,0.114523,0.0617898,0.0515102,0.499994,0,7.5023E-06,0.60154,0.202079,0.39846,0.399461,0.0025476,0.0887675,0.0360347,0.0109229,0.0122965
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Timing 0.25","8.882000000000001E-16","3.741E-10","PFiles",0.6015,0,0.60154,0.672305,1,0.335937,1,1,0.709075,0.176836,,,0.00423513,,,,,0.147567,0.0599041,0.0386,0.529577,10.4573,9.0724,10.4573,9.0724,0.470261,0.264301,0.299761,0.564062,0.337369,0.248423,0,0,0.00423513,0.5,0.190382,0.102719,0.0856306,0.717174,0,0.324004,1,0.335937,0,0.664063,0.00423513,0.147567,0.0599041,0.0181583,0.0204416
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Timing 0.25","8.882000000000001E-16","3.741E-10","DAnswers",0.2021,0,0.202079,0.480745,1,1,1,1,0.709075,0.176836,,,0.0126069,,,,,0.43927,0.17832,0.114902,0.529577,9.97767,9.21551,9.97767,9.21551,0.806824,0.471394,0.393899,0.865292,0.6889,0.589968,0,0,0.0126069,0.5,0.566721,0.30577,0.254901,0.473461,0,1.31974,1,1,0,0,0.0126069,0.43927,0.17832,0.0540527,0.0608496
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Timing 0.25","8.882000000000001E-16","3.741E-10","Litigated",0.2021,0,0.202079,0.480745,1,1,1,1,0.709075,0.176836,,,0.0126069,,,,,0.43927,0.17832,0.114902,0.529577,9.97767,9.21551,9.97767,9.21551,0.806824,0.471394,0.393899,0.865292,0.6889,0.589968,0,0,0.0126069,0.5,0.566721,0.30577,0.254901,0.473461,0,1.31974,1,1,0,0,0.0126069,0.43927,0.17832,0.0540527,0.0608496
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Timing 0.25","8.882000000000001E-16","3.741E-10","Not Litigated",0.7979,0,0.797921,0.50487,0.500627,0,1,1,,,,,0,,,,,0,0,0,,10.3504,9.49937,10.3504,9.49937,0.150188,0.0798683,0.212182,0.292051,0.0798683,0.123823,0,0,0,,0,0,0,0.506713,0,-0.334225,0.500627,0,0.499373,0.500627,0,0,0,0,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Timing 0.25","8.882000000000001E-16","3.741E-10","Settles",0.0025,0,0.0025476,0.55536,1,1,1,1,0.5,0.5,,,1,,,,,0,0,0,,10.2,9.2,10.2,9.2,0.6,0.336657,0.463343,0.8,0.269326,0.370674,0,0,1,0.5,0,0,0,0.579179,0,0.420644,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Timing 0.25","8.882000000000001E-16","3.741E-10","Tried",0.0232,0,0.0232194,0.520555,1,1,1,1,0.851787,0.104632,,,0,,,,,0,0,1,0.529577,9.40056,8.19944,9.40056,8.19944,2.4,1.4453,0.592199,2.0375,4.0614,2.01348,0,0,0,,0,0,0,0.529436,0,2.5903,1,1,0,0,0,0,0,0.470423,0.529577
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Timing 0.25","8.882000000000001E-16","3.741E-10","PWins",0.0123,0,0.0122965,0.617239,1,1,1,1,0.853669,0.103992,,,0,,,,,0,0,1,1,11,6.6,11,6.6,2.4,2.72916,0,2.72916,7.66915,0,0,0,0,,0,0,0,0.670837,0,2.61318,1,1,0,0,0,0,0,0,1
