Filter,Assessment,Data Type
P Doesn't File,False Negatives,Values,
P Doesn't File,False Negatives,Probabilities,
D Doesn't Answer,False Negatives,Values,
D Doesn't Answer,False Negatives,Probabilities,
Settles,False Negatives,Values,0.91875,0.81875,0.71875,0.61875,0.6187499999999999,0.51875,0.41875000000000007,0.3187500000000001,0.21875,0.11875000000000002,0
Settles,False Negatives,Probabilities,0.04660421228573135,0.0004918459882829353,0.0005057062616797322,0.0005112382297649706,4.769009378438686E-06,0.03366161326633595,0.0003261203682909751,0.000323494806065322,0.0003173230166841683,0.31518611143271547,0.398425836950662
P Abandons,False Negatives,Values,1.01875,0
P Abandons,False Negatives,Probabilities,0.0019393174779917287,0.008293166733890045
D Defaults,False Negatives,Values,0.018750000000000044,0
D Defaults,False Negatives,Probabilities,0.01996484177472902,0.004225385895342429
P Loses,False Negatives,Values,1.1875,0
P Loses,False Negatives,Probabilities,0.02669213073533965,0.06239840766257862
P Wins,False Negatives,Values,0,0
P Wins,False Negatives,Probabilities,0.026663289707045276,0.05346518839748956
P Doesn't File,False Positives,Values,
P Doesn't File,False Positives,Probabilities,
D Doesn't Answer,False Positives,Values,
D Doesn't Answer,False Positives,Probabilities,
Settles,False Positives,Values,0.9187500000000001,0.8187500000000001,0.71875,0.61875,0.51875,0.41875,0.41874999999999996,0.31875,0.21875,0.11875000000000001,0
Settles,False Positives,Probabilities,0.06045712054167523,0.00034648279811390147,0.0003537916269781613,0.0003570584945376045,0.04160818513411947,5.493167823823696E-06,0.0006732946043234277,0.0006638339322993223,0.0006455771337325486,0.29331499951705947,0.39793243466492945
P Abandons,False Positives,Values,0.01875,0
P Abandons,False Positives,Probabilities,0.008293166733890045,0.0019393174779917287
D Defaults,False Positives,Values,1.01875,0.018750000000000044
D Defaults,False Positives,Probabilities,0.004225385895342429,0.01996484177472902
P Loses,False Positives,Values,0,0
P Loses,False Positives,Probabilities,0.06239840766257862,0.02669213073533965
P Wins,False Positives,Values,1.1875,0.1875
P Wins,False Positives,Probabilities,0.026663289707045276,0.05346518839748956
P Doesn't File,Total Expenditures,Values,
P Doesn't File,Total Expenditures,Probabilities,
D Doesn't Answer,Total Expenditures,Values,
D Doesn't Answer,Total Expenditures,Probabilities,
Settles,Total Expenditures,Values,0.03750000000000009,0.03750000000000009,0.03750000000000003,0.03750000000000003,0.037500000000000006,0.037500000000000006,0.03749999999999998,0.03749999999999998
Settles,Total Expenditures,Probabilities,0.06151445346130491,0.316153049623756,0.04160818513411947,0.03366161326633595,0.29331499951705947,0.04660421228573135,0.0019881988381791234,0.0015135594891060762
P Abandons,Total Expenditures,Values,0.0375,0.0375
P Abandons,Total Expenditures,Probabilities,0.008293166733890045,0.0019393174779917287
D Defaults,Total Expenditures,Values,0.03750000000000009,0.03750000000000009
D Defaults,Total Expenditures,Probabilities,0.004225385895342429,0.01996484177472902
P Loses,Total Expenditures,Values,0.15000000000000002,0.15000000000000002
P Loses,Total Expenditures,Probabilities,0.06239840766257862,0.02669213073533965
P Wins,Total Expenditures,Values,0.1499999999999999,0.1499999999999999
P Wins,Total Expenditures,Probabilities,0.026663289707045276,0.05346518839748956
