"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Risk Neutral Timing 0","0.02252","0.9853","All",1,0,1,0.499995,1,1,1,1,0.689257,0.289519,,,0.424513,,,,,0.166518,0.181716,0.151796,0.498326,10.4061,9.41179,10.4061,9.41179,0.182155,0.206752,0.159193,0.365945,0.201895,0.16218,0,0,0.424513,0.476309,0.204246,0.219445,0.0754569,0.499994,0,7.5023E-06,1,1,0,0,0.424513,0.166518,0.181716,0.076152,0.0756437
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Risk Neutral Timing 0","0.02252","0.9853","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Risk Neutral Timing 0","0.02252","0.9853","DisputeArises",1,0,1,0.499995,1,1,1,1,0.689257,0.289519,,,0.424513,,,,,0.166518,0.181716,0.151796,0.498326,10.4061,9.41179,10.4061,9.41179,0.182155,0.206752,0.159193,0.365945,0.201895,0.16218,0,0,0.424513,0.476309,0.204246,0.219445,0.0754569,0.499994,0,7.5023E-06,1,1,0,0,0.424513,0.166518,0.181716,0.076152,0.0756437
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Risk Neutral Timing 0","0.02252","0.9853","PFiles",1,0,1,0.499995,1,1,1,1,0.689257,0.289519,,,0.424513,,,,,0.166518,0.181716,0.151796,0.498326,10.4061,9.41179,10.4061,9.41179,0.182155,0.206752,0.159193,0.365945,0.201895,0.16218,0,0,0.424513,0.476309,0.204246,0.219445,0.0754569,0.499994,0,7.5023E-06,1,1,0,0,0.424513,0.166518,0.181716,0.076152,0.0756437
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Risk Neutral Timing 0","0.02252","0.9853","DAnswers",1,0,1,0.499995,1,1,1,1,0.689257,0.289519,,,0.424513,,,,,0.166518,0.181716,0.151796,0.498326,10.4061,9.41179,10.4061,9.41179,0.182155,0.206752,0.159193,0.365945,0.201895,0.16218,0,0,0.424513,0.476309,0.204246,0.219445,0.0754569,0.499994,0,7.5023E-06,1,1,0,0,0.424513,0.166518,0.181716,0.076152,0.0756437
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Risk Neutral Timing 0","0.02252","0.9853","Litigated",1,0,1,0.499995,1,1,1,1,0.689257,0.289519,,,0.424513,,,,,0.166518,0.181716,0.151796,0.498326,10.4061,9.41179,10.4061,9.41179,0.182155,0.206752,0.159193,0.365945,0.201895,0.16218,0,0,0.424513,0.476309,0.204246,0.219445,0.0754569,0.499994,0,7.5023E-06,1,1,0,0,0.424513,0.166518,0.181716,0.076152,0.0756437
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Risk Neutral Timing 0","0.02252","0.9853","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Risk Neutral Timing 0","0.02252","0.9853","Settles",0.4245,0,0.424513,0.484115,1,1,1,1,0.463155,0.489463,,,1,,,,,0,0,0,,10.4763,9.52369,10.4763,9.52369,0,0.104481,0.10747,0.211951,0.0522649,0.0616463,0,0,1,0.476309,0,0,0,0.479298,0,-0.639846,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Risk Neutral Timing 0","0.02252","0.9853","Tried",0.1518,0,0.151796,0.498236,1,1,1,1,0.792392,0.178662,,,0,,,,,0,0,1,0.498326,9.89732,8.90268,9.89732,8.90268,1.2,0.690999,0.359913,1.05091,0.805031,0.507736,0,0,0,,0,0,0,0.498372,0,1.05291,1,1,0,0,0,0,0,0.501674,0.498326
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Risk Neutral Timing 0","0.02252","0.9853","PWins",0.0756,0,0.0756437,0.680247,1,1,1,1,0.869929,0.225675,,,0,,,,,0,0,1,1,10.7,8.1,10.7,8.1,1.2,1.16379,0.220862,1.38465,1.54862,0.0662587,0,0,0,,0,0,0,0.736208,0,1.08139,1,1,0,0,0,0,0,0,1
