"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 4,4","0.1141","1.002","All",1,0,1,0.499999,0.535982,0.372972,1,1,0.523433,0.451056,,,0.198371,,,,,0.0476463,0.0332157,0.072037,0.49978,10.1559,9.52823,1000,999.243,0.315908,0.257837,0.418486,0.676322,0.262798,0.420293,0,0,0.198371,0.479879,0.0584971,0.0440665,0.0217016,0.499999,0,-5.093E-05,0.535982,0.372972,0.464018,0.16301,0.198371,0.0476463,0.0332157,0.0360343,0.0360026
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 4,4","0.1141","1.002","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 4,4","0.1141","1.002","DisputeArises",1,0,1,0.499999,0.535982,0.372972,1,1,0.523433,0.451056,,,0.198371,,,,,0.0476463,0.0332157,0.072037,0.49978,10.1559,9.52823,1000,999.243,0.315908,0.257837,0.418486,0.676322,0.262798,0.420293,0,0,0.198371,0.479879,0.0584971,0.0440665,0.0217016,0.499999,0,-5.093E-05,0.535982,0.372972,0.464018,0.16301,0.198371,0.0476463,0.0332157,0.0360343,0.0360026
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 4,4","0.1141","1.002","PFiles",0.536,0,0.535982,0.499999,1,0.695866,1,1,0.523433,0.451056,,,0.370108,,,,,0.0888953,0.0619717,0.134402,0.49978,10.2908,9.11981,1000,998.588,0.589401,0.481054,0.347917,0.828971,0.490312,0.351288,0,0,0.370108,0.479879,0.10914,0.0822164,0.0404893,0.499999,0,-5.093E-05,1,0.695866,0,0.304134,0.370108,0.0888953,0.0619717,0.0672304,0.0671712
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 4,4","0.1141","1.002","DAnswers",0.373,0,0.372972,0.499999,1,1,1,1,0.523433,0.451056,,,0.531867,,,,,0.127748,0.0890569,0.193143,0.49978,10.1119,9.17217,999.94,998.492,0.715886,0.472773,0.434418,0.907191,0.486077,0.485154,0,0,0.531867,0.479879,0.156841,0.11815,0.0581856,0.499999,0,-5.093E-05,1,1,0,0,0.531867,0.127748,0.0890569,0.0966141,0.0965289
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 4,4","0.1141","1.002","Litigated",0.373,0,0.372972,0.499999,1,1,1,1,0.523433,0.451056,,,0.531867,,,,,0.127748,0.0890569,0.193143,0.49978,10.1119,9.17217,999.94,998.492,0.715886,0.472773,0.434418,0.907191,0.486077,0.485154,0,0,0.531867,0.479879,0.156841,0.11815,0.0581856,0.499999,0,-5.093E-05,1,1,0,0,0.531867,0.127748,0.0890569,0.0966141,0.0965289
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 4,4","0.1141","1.002","Not Litigated",0.627,0,0.627028,0.499999,0.259973,0,1,1,,,,,0,,,,,0,0,0,,10.182,9.74003,1000.04,999.69,0.077992,0.129987,0.409009,0.538995,0.129987,0.381711,0,0,0,,0,0,0,0.499999,0,-5.093E-05,0.259973,0,0.740027,0.259973,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 4,4","0.1141","1.002","Settles",0.1984,0,0.198371,0.501215,1,1,1,1,0.382616,0.577142,,,1,,,,,0,0,0,,10.1799,9.22012,1000.05,999.235,0.6,0.393336,0.410222,0.803558,0.319719,0.352886,0,0,1,0.479879,0,0,0,0.501504,0,-0.167566,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 4,4","0.1141","1.002","Tried",0.072,0,0.0720369,0.498826,1,1,1,1,0.683531,0.299984,,,0,,,,,0,0,1,0.49978,9.89965,8.90035,999.599,995.848,1.2,0.761413,0.515993,1.27741,1.07393,0.851014,0,0,0,,0,0,0,0.498547,0,0.69514,1,1,0,0,0,0,0,0.50022,0.49978
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 4,4","0.1141","1.002","PWins",0.036,0,0.0360026,0.531747,1,1,1,1,0.683957,0.300428,,,0,,,,,0,0,1,1,10.7,8.1,1000.14,991.847,1.2,1.36071,0.161788,1.52249,2.09997,0.0485365,0,0,0,,0,0,0,0.539295,0,0.694598,1,1,0,0,0,0,0,0,1
