"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.0001342","0.9966","All",1,0,1,0.5,1,1,1,1,0.770073,0.232978,,,0.0109399,,,,,0,0,0.98906,0.5,10.4254,9.42541,10.4254,9.42541,0.14918,0.25615,0.208825,0.464974,0.245446,0.238348,0,0,0.0109399,0.5,0,0,0,0.5,0,-3.9756E-06,1,1,0,0,0.0109399,0,0,0.49453,0.49453
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.0001342","0.9966","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.0001342","0.9966","DisputeArises",1,0,1,0.5,1,1,1,1,0.770073,0.232978,,,0.0109399,,,,,0,0,0.98906,0.5,10.4254,9.42541,10.4254,9.42541,0.14918,0.25615,0.208825,0.464974,0.245446,0.238348,0,0,0.0109399,0.5,0,0,0,0.5,0,-3.9756E-06,1,1,0,0,0.0109399,0,0,0.49453,0.49453
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.0001342","0.9966","PFiles",1,0,1,0.5,1,1,1,1,0.770073,0.232978,,,0.0109399,,,,,0,0,0.98906,0.5,10.4254,9.42541,10.4254,9.42541,0.14918,0.25615,0.208825,0.464974,0.245446,0.238348,0,0,0.0109399,0.5,0,0,0,0.5,0,-3.9756E-06,1,1,0,0,0.0109399,0,0,0.49453,0.49453
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.0001342","0.9966","DAnswers",1,0,1,0.5,1,1,1,1,0.770073,0.232978,,,0.0109399,,,,,0,0,0.98906,0.5,10.4254,9.42541,10.4254,9.42541,0.14918,0.25615,0.208825,0.464974,0.245446,0.238348,0,0,0.0109399,0.5,0,0,0,0.5,0,-3.9756E-06,1,1,0,0,0.0109399,0,0,0.49453,0.49453
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.0001342","0.9966","Litigated",1,0,1,0.5,1,1,1,1,0.770073,0.232978,,,0.0109399,,,,,0,0,0.98906,0.5,10.4254,9.42541,10.4254,9.42541,0.14918,0.25615,0.208825,0.464974,0.245446,0.238348,0,0,0.0109399,0.5,0,0,0,0.5,0,-3.9756E-06,1,1,0,0,0.0109399,0,0,0.49453,0.49453
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.0001342","0.9966","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.0001342","0.9966","Settles",0.0109,0,0.0109399,0.5,1,1,1,1,0.5,0.5,,,1,,,,,0,0,0,,10.4625,9.4625,10.4625,9.4625,0.075,0.26875,0.26875,0.5375,0.144453,0.144453,0,0,1,0.5,0,0,0,0.5,0,-4,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.0001342","0.9966","Tried",0.9891,0,0.98906,0.5,1,1,1,1,0.77306,0.230024,,,0,,,,,0,0,1,0.5,10.425,9.425,10.425,9.425,0.15,0.25601,0.208162,0.464172,0.246563,0.239386,0,0,0,,0,0,0,0.5,0,0.0442395,1,1,0,0,0,0,0,0.5,0.5
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.0001342","0.9966","PWins",0.4945,0,0.49453,0.611082,1,1,1,1,0.781189,0.238931,,,0,,,,,0,0,1,1,11,8.85,11,8.85,0.15,0.51202,0,0.51202,0.493126,0,0,0,0,,0,0,0,0.63798,0,0.0442396,1,1,0,0,0,0,0,0,1
