"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,0.5","0.000472","0.9791","All",1,0,1,0.499999,1,1,1,1,0.765651,0.361223,,,0.467988,,,,,0.115436,0.0710087,0.335483,0.224291,10.3214,9.47829,10.3214,9.47829,0.200322,0.13099,0.179919,0.310909,0.105448,0.151707,0,0,0.467988,0.636781,0.120478,0.0760504,0.0100833,0.499999,0,4.5156E-06,1,1,0,0,0.467988,0.115436,0.0710087,0.260237,0.075246
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,0.5","0.000472","0.9791","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,0.5","0.000472","0.9791","DisputeArises",1,0,1,0.499999,1,1,1,1,0.765651,0.361223,,,0.467988,,,,,0.115436,0.0710087,0.335483,0.224291,10.3214,9.47829,10.3214,9.47829,0.200322,0.13099,0.179919,0.310909,0.105448,0.151707,0,0,0.467988,0.636781,0.120478,0.0760504,0.0100833,0.499999,0,4.5156E-06,1,1,0,0,0.467988,0.115436,0.0710087,0.260237,0.075246
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,0.5","0.000472","0.9791","PFiles",1,0,1,0.499999,1,1,1,1,0.765651,0.361223,,,0.467988,,,,,0.115436,0.0710087,0.335483,0.224291,10.3214,9.47829,10.3214,9.47829,0.200322,0.13099,0.179919,0.310909,0.105448,0.151707,0,0,0.467988,0.636781,0.120478,0.0760504,0.0100833,0.499999,0,4.5156E-06,1,1,0,0,0.467988,0.115436,0.0710087,0.260237,0.075246
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,0.5","0.000472","0.9791","DAnswers",1,0,1,0.499999,1,1,1,1,0.765651,0.361223,,,0.467988,,,,,0.115436,0.0710087,0.335483,0.224291,10.3214,9.47829,10.3214,9.47829,0.200322,0.13099,0.179919,0.310909,0.105448,0.151707,0,0,0.467988,0.636781,0.120478,0.0760504,0.0100833,0.499999,0,4.5156E-06,1,1,0,0,0.467988,0.115436,0.0710087,0.260237,0.075246
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,0.5","0.000472","0.9791","Litigated",1,0,1,0.499999,1,1,1,1,0.765651,0.361223,,,0.467988,,,,,0.115436,0.0710087,0.335483,0.224291,10.3214,9.47829,10.3214,9.47829,0.200322,0.13099,0.179919,0.310909,0.105448,0.151707,0,0,0.467988,0.636781,0.120478,0.0760504,0.0100833,0.499999,0,4.5156E-06,1,1,0,0,0.467988,0.115436,0.0710087,0.260237,0.075246
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,0.5","0.000472","0.9791","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,0.5","0.000472","0.9791","Settles",0.468,0,0.467988,0.643373,1,1,1,1,0.61903,0.654532,,,1,,,,,0,0,0,,10.5618,9.28822,10.5618,9.28822,0.15,0.111389,0.181497,0.292886,0.0724108,0.0865934,0,0,1,0.636781,0,0,0,0.679904,0,-0.970025,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,0.5","0.000472","0.9791","Tried",0.3355,0,0.335483,0.325742,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,0.224291,9.99158,9.70842,9.99158,9.70842,0.3,0.158268,0.182872,0.34114,0.165755,0.237734,0,0,0,,0,0,0,0.273982,0,1.42193,1,1,0,0,0,0,0,0.775709,0.224291
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,0.5","0.000472","0.9791","PWins",0.0752,0,0.075246,0.55761,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,1,11,8.7,11,8.7,0.3,0.705635,0,0.705635,0.739016,0,0,0,0,,0,0,0,0.594365,0,0.880678,1,1,0,0,0,0,0,0,1
