"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","All",1,0,1,0.500004,1,0.108753,1,1,0.47652,0.245645,,,0.0436481,,,,,0.0235528,0.00972743,0.02082,0.567468,10.3211,8.98866,10.3211,8.98866,0.690236,0.514838,0.313012,0.82785,0.537216,0.212038,0,0,0.0436481,0.312066,0.0290548,0.0152295,0.0110041,0.500004,0,1.79226E-05,1,0.108753,0,0.891247,0.0436481,0.0235528,0.00972743,0.00900539,0.0118148
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","DisputeArises",1,0,1,0.500004,1,0.108753,1,1,0.47652,0.245645,,,0.0436481,,,,,0.0235528,0.00972743,0.02082,0.567468,10.3211,8.98866,10.3211,8.98866,0.690236,0.514838,0.313012,0.82785,0.537216,0.212038,0,0,0.0436481,0.312066,0.0290548,0.0152295,0.0110041,0.500004,0,1.79226E-05,1,0.108753,0,0.891247,0.0436481,0.0235528,0.00972743,0.00900539,0.0118148
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","PFiles",1,0,1,0.500004,1,0.108753,1,1,0.47652,0.245645,,,0.0436481,,,,,0.0235528,0.00972743,0.02082,0.567468,10.3211,8.98866,10.3211,8.98866,0.690236,0.514838,0.313012,0.82785,0.537216,0.212038,0,0,0.0436481,0.312066,0.0290548,0.0152295,0.0110041,0.500004,0,1.79226E-05,1,0.108753,0,0.891247,0.0436481,0.0235528,0.00972743,0.00900539,0.0118148
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","DAnswers",0.1088,0,0.108753,0.318054,1,1,1,1,0.47652,0.245645,,,0.401352,,,,,0.216572,0.0894455,0.191445,0.567468,9.67456,8.89571,9.67456,8.89571,1.42973,0.861998,0.284313,1.14631,1.06777,0.393393,0,0,0.401352,0.312066,0.267164,0.140038,0.101185,0.274484,0,1.16183,1,1,0,0,0.401352,0.216572,0.0894455,0.0828062,0.108639
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","Litigated",0.1088,0,0.108753,0.318054,1,1,1,1,0.47652,0.245645,,,0.401352,,,,,0.216572,0.0894455,0.191445,0.567468,9.67456,8.89571,9.67456,8.89571,1.42973,0.861998,0.284313,1.14631,1.06777,0.393393,0,0,0.401352,0.312066,0.267164,0.140038,0.101185,0.274484,0,1.16183,1,1,0,0,0.401352,0.216572,0.0894455,0.0828062,0.108639
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","Not Litigated",0.8912,0,0.891247,0.522206,1,0,1,1,,,,,0,,,,,0,0,0,,10.4,9,10.4,9,0.6,0.472477,0.316514,0.788991,0.472477,0.189908,0,0,0,,0,0,0,0.527523,0,-0.141749,1,0,0,1,0,0,0,0,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","Settles",0.0436,0,0.0436481,0.238016,1,1,1,1,0.232328,0.391804,,,1,,,,,0,0,0,,9.71207,9.08793,9.71207,9.08793,1.2,0.75791,0.209498,0.967407,0.708602,0.264255,0,0,1,0.312066,0,0,0,0.175972,0,0.722241,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","Tried",0.0208,0,0.0208202,0.526892,1,1,1,1,0.724657,0.162403,,,0,,,,,0,0,1,0.567468,9.44843,8.15157,9.44843,8.15157,2.4,1.33619,0.512663,1.84885,2.4503,0.825941,0,0,0,,0,0,0,0.5459,0,2.25391,1,1,0,0,0,0,0,0.432532,0.567468
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","PWins",0.0118,0,0.0118148,0.731412,1,1,1,1,0.785055,0.173363,,,0,,,,,0,0,1,1,10.4,7.2,10.4,7.2,2.4,1.98629,0.488225,2.47452,4.09694,0.292935,0,0,0,,0,0,0,0.813708,0,3.20496,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","DWins",0.009,0,0.00900539,0.258566,1,1,1,1,0.645416,0.148024,,,0,,,,,0,0,1,0,8.2,9.4,8.2,9.4,2.4,0.483273,0.544725,1.028,0.289964,1.52523,0,0,0,,0,0,0,0.194545,0,1.00616,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","Abandoned",0.0443,0,0.0442843,0.298758,1,1,1,1,0.600544,0.140722,,,0,,,,,0.531853,0.219659,0,,9.7439,9.0561,9.7439,9.0561,1.2,0.741651,0.250696,0.992347,0.771771,0.317315,0,0,0,,0.656097,0.343903,0.248488,0.243976,0,1.08166,1,1,0,0,0,0.531853,0.219659,0,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","Rounds1",0.0977,0,0.0977485,0.327456,1,1,1,1,0.466491,0.258144,,,0.446535,,,,,0.240953,0.0995149,0.212998,0.567468,9.64918,8.89522,9.64918,8.89522,1.4556,0.849523,0.296632,1.14616,1.04652,0.411549,0,0,0.446535,0.312066,0.240953,0.0995149,0,0.287486,0,1.208,1,1,0,0,0.446535,0.240953,0.0995149,0.0921282,0.120869
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","Truly Liable",0.5,0,0.500004,0.716729,1,0.0597012,1,1,0.62437,0.245645,,,0.0153615,,,,,0.00748909,0.0106203,0.022731,0.845857,10.374,8.96292,10.374,8.96292,0.663098,0.0440813,0.626018,0.6701,0.0675087,0.424072,0,0,0.0153615,0.40948,0.00923858,0.0123698,0.00349899,1,0,0.584825,1,0.0597012,0,0.940299,0.0153615,0.00748909,0.0106203,0.00350387,0.0192274
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","Truly Not Liable",0.5,0,0.499996,0.283275,1,0.157805,1,1,0.420585,0.245645,,,0.0719352,,,,,0.0396168,0.00883453,0.018909,0.232801,10.2682,9.0144,10.2682,9.0144,0.717374,0.985604,0,0.985604,1.00693,0,0,0,0.0719352,0.291263,0.0488714,0.0180892,0.0185094,0,0,-0.5848,1,0.157805,0,0.842195,0.0719352,0.0396168,0.00883453,0.014507,0.004402
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","AllCount",4850,0,4850,0.500004,4850,527.45,4850,4850,0.47652,0.245645,,,211.693,,,,,114.231,47.178,100.978,567.468,10.3211,8.98866,10.3211,8.98866,0.690236,0.514838,0.313012,0.82785,0.537216,0.212038,0,0,211.693,0.312066,140.916,73.863,53.37,2425.02,0,1.79226E-05,4850,527.45,0,4322.55,211.693,114.231,47.178,43.6762,57.3018
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Risk Neutral Noise 0.5,2","0.01026","0.9958","Liability Strength1",0.2261,0,0.226109,0.1,1,0.209384,1,1,0.37886,0.245645,,,0.107905,,,,,0.0506298,0.0086596,0.018535,3.76612E-5,10.2178,9.03438,10.2178,9.03438,0.747872,0.927741,0.0312631,0.959004,0.920779,0.0317325,0,0,0.107905,0.267719,0.0624572,0.020487,0.0236548,0.0399657,0,-1.04554,1,0.209384,0,0.790616,0.107905,0.0506298,0.0086596,0.0185339,6.9804E-7
