Filter,Assessment,Data Type
P Doesn't File,False Negatives,Values,1,0
P Doesn't File,False Negatives,Probabilities,0.044502596249767455,0.37541924580753966
D Doesn't Answer,False Negatives,Values,0.30000000000000004,0
D Doesn't Answer,False Negatives,Probabilities,0.37273939798194433,0.04258270418478607
Settles,False Negatives,Values,1.2,1.1,1,0.9,0.8999999999999999,0.8,0.7,0.6000000000000001,0.5,0.3999999999999999,0
Settles,False Negatives,Probabilities,2.151179624659299E-06,1.0137376691166711E-05,0.0014795801845988786,7.577014350099799E-06,0.007577648936466822,0.04552193495163496,0.005121181248071422,0.001041798786936611,8.523803374037958E-05,9.664324953275694E-05,0.06061948704673156
P Abandons,False Negatives,Values,1.3,0
P Abandons,False Negatives,Probabilities,0.009693558645857038,0.012231277172361334
D Defaults,False Negatives,Values,0.30000000000000004,0
D Defaults,False Negatives,Probabilities,0.011780843373951237,0.009027553035983042
P Loses,False Negatives,Values,2.8,0
P Loses,False Negatives,Probabilities,3.233786518338841E-05,3.340980598953557E-05
P Wins,False Negatives,Values,0,0
P Wins,False Negatives,Probabilities,8.680234358482066E-05,0.00030689552467556803
P Doesn't File,False Positives,Values,0,0
P Doesn't File,False Positives,Probabilities,0.37541924580753966,0.044502596249767455
D Doesn't Answer,False Positives,Values,1,0
D Doesn't Answer,False Positives,Probabilities,0.04258270418478607,0.37273939798194433
Settles,False Positives,Values,1.2,1.1,1,0.8999999999999999,0.8,0.7,0.6,0.5,0.4,0.19999999999999996,0.10000000000000009,0
Settles,False Positives,Probabilities,2.190637545250862E-05,3.708817537066522E-05,0.0008788232468316988,0.005105674578957891,0.045437022284558794,0.007555793248363071,0.0015764779454595268,5.498247186423944E-06,1.2029445510651424E-06,9.664324953275694E-05,8.523803374037958E-05,0.06076200967837461
P Abandons,False Positives,Values,0.3,0
P Abandons,False Positives,Probabilities,0.012231277172361334,0.009693558645857038
D Defaults,False Positives,Values,1.3,0.30000000000000004
D Defaults,False Positives,Probabilities,0.009027553035983042,0.011780843373951237
P Loses,False Positives,Values,0,0
P Loses,False Positives,Probabilities,3.340980598953557E-05,3.233786518338841E-05
P Wins,False Positives,Values,2.8,1.7999999999999998
P Wins,False Positives,Probabilities,8.680234358482066E-05,0.00030689552467556803
P Doesn't File,Total Expenditures,Values,0,0
P Doesn't File,Total Expenditures,Probabilities,0.37541924580753966,0.044502596249767455
D Doesn't Answer,Total Expenditures,Values,0.30000000000000004,0.30000000000000004
D Doesn't Answer,Total Expenditures,Probabilities,0.04258270418478607,0.37273939798194433
Settles,Total Expenditures,Values,0.6000000000000001,0.6000000000000001,0.6,0.6,0.5999999999999999,0.5999999999999999
Settles,Total Expenditures,Probabilities,0.04635293370676115,0.04664897177231197,0.0015867345984638338,0.001499445755264804,0.012679818741506654,0.012795473434070994
P Abandons,Total Expenditures,Values,0.6,0.6
P Abandons,Total Expenditures,Probabilities,0.012231277172361334,0.009693558645857038
D Defaults,Total Expenditures,Values,0.6000000000000001,0.6000000000000001
D Defaults,Total Expenditures,Probabilities,0.009027553035983042,0.011780843373951237
P Loses,Total Expenditures,Values,1.1999999999999997,1.1999999999999997
P Loses,Total Expenditures,Probabilities,3.340980598953557E-05,3.233786518338841E-05
P Wins,Total Expenditures,Values,1.1999999999999997,1.1999999999999997
P Wins,Total Expenditures,Probabilities,8.680234358482066E-05,0.00030689552467556803
