"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","All",1,0,1,0.5,1,1,1,1,0.719125,0.269789,,,0.100224,,,,,0.00234195,0.00208252,0.895349,0.500552,10.3575,9.3582,10.3575,9.3582,0.284302,0.322164,0.236762,0.558926,0.313956,0.289408,0,0,0.100224,0.491378,0.00234337,0.00208394,2.84789E-06,0.5,0,-3.9756E-06,1,1,0,0,0.100224,0.00234195,0.00208252,0.447181,0.448168
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","DisputeArises",1,0,1,0.5,1,1,1,1,0.719125,0.269789,,,0.100224,,,,,0.00234195,0.00208252,0.895349,0.500552,10.3575,9.3582,10.3575,9.3582,0.284302,0.322164,0.236762,0.558926,0.313956,0.289408,0,0,0.100224,0.491378,0.00234337,0.00208394,2.84789E-06,0.5,0,-3.9756E-06,1,1,0,0,0.100224,0.00234195,0.00208252,0.447181,0.448168
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","PFiles",1,0,1,0.5,1,1,1,1,0.719125,0.269789,,,0.100224,,,,,0.00234195,0.00208252,0.895349,0.500552,10.3575,9.3582,10.3575,9.3582,0.284302,0.322164,0.236762,0.558926,0.313956,0.289408,0,0,0.100224,0.491378,0.00234337,0.00208394,2.84789E-06,0.5,0,-3.9756E-06,1,1,0,0,0.100224,0.00234195,0.00208252,0.447181,0.448168
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","DAnswers",1,0,1,0.5,1,1,1,1,0.719125,0.269789,,,0.100224,,,,,0.00234195,0.00208252,0.895349,0.500552,10.3575,9.3582,10.3575,9.3582,0.284302,0.322164,0.236762,0.558926,0.313956,0.289408,0,0,0.100224,0.491378,0.00234337,0.00208394,2.84789E-06,0.5,0,-3.9756E-06,1,1,0,0,0.100224,0.00234195,0.00208252,0.447181,0.448168
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","Litigated",1,0,1,0.5,1,1,1,1,0.719125,0.269789,,,0.100224,,,,,0.00234195,0.00208252,0.895349,0.500552,10.3575,9.3582,10.3575,9.3582,0.284302,0.322164,0.236762,0.558926,0.313956,0.289408,0,0,0.100224,0.491378,0.00234337,0.00208394,2.84789E-06,0.5,0,-3.9756E-06,1,1,0,0,0.100224,0.00234195,0.00208252,0.447181,0.448168
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","Settles",0.1002,0,0.100224,0.492713,1,1,1,1,0.478594,0.504162,,,1,,,,,0,0,0,,10.4164,9.43362,10.4164,9.43362,0.15,0.246057,0.244355,0.490411,0.133861,0.137128,0,0,1,0.491378,0,0,0,0.491023,0,-1.81577,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","Tried",0.8953,0,0.895349,0.500871,1,1,1,1,0.746203,0.243493,,,0,,,,,0,0,1,0.500552,10.3507,9.34928,10.3507,9.34928,0.3,0.331355,0.236226,0.567581,0.334953,0.307093,0,0,0,,0,0,0,0.501074,0,0.210517,1,1,0,0,0,0,0,0.499448,0.500552
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","PWins",0.4482,0,0.448168,0.611005,1,1,1,1,0.756004,0.252241,,,0,,,,,0,0,1,1,11,8.7,11,8.7,0.3,0.66198,0,0.66198,0.669168,0,0,0,0,,0,0,0,0.63802,0,0.20983,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","DWins",0.4472,0,0.447181,0.390495,1,1,1,1,0.736381,0.234726,,,0,,,,,0,0,1,0,9.7,10,9.7,10,0.3,0,0.472973,0.472973,0,0.614865,0,0,0,,0,0,0,0.363826,0,0.211206,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","Abandoned",0.0044,0,0.00442731,0.488813,1,1,1,1,0.688023,0.28197,,,0,,,,,0.528977,0.470379,0,,10.3957,9.4543,10.3957,9.4543,0.15,0.186208,0.173353,0.359561,0.144552,0.160162,0,0,0,,0.529299,0.470701,0.000643256,0.48612,0,-1.4696,1,1,0,0,0,0.528977,0.470379,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","Rounds1",1,0,0.999997,0.5,1,1,1,1,0.719125,0.269789,,,0.100224,,,,,0.00234196,0.00208252,0.895351,0.500552,10.3575,9.3582,10.3575,9.3582,0.284303,0.322164,0.236762,0.558926,0.313956,0.289408,0,0,0.100224,0.491378,0.00234196,0.00208252,0,0.5,0,7.416E-06,1,1,0,0,0.100224,0.00234196,0.00208252,0.447182,0.448169
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","Truly Liable",0.5,0,0.5,0.716726,1,1,1,1,0.745478,0.293353,,,0.0984245,,,,,0.00121072,0.00309084,0.897271,0.637355,10.5265,9.18893,10.5265,9.18893,0.284591,0.171796,0.473524,0.64532,0.0514866,0.578816,0,0,0.0984245,0.577356,0.00121214,0.00309226,2.84789E-06,1,0,-3.74903E-06,1,1,0,0,0.0984245,0.00121072,0.00309084,0.325391,0.57188
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","Truly Not Liable",0.5,0,0.5,0.283275,1,1,1,1,0.692772,0.246225,,,0.102024,,,,,0.00347318,0.0010742,0.893426,0.363159,10.1885,9.52747,10.1885,9.52747,0.284014,0.472531,0,0.472531,0.576426,0,0,0,0.102024,0.408433,0.0034746,0.00107562,2.8479E-06,0,0,-4.20217E-06,1,1,0,0,0.102024,0.00347318,0.0010742,0.56897,0.324456
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Risk Neutral Noise 2,2","0.003867","0.9936","AllCount",5700,0,5700,0.5,5700,5700,5700,5700,0.719125,0.269789,,,571.277,,,,,13.3491,11.8704,5103.49,1801.99,10.3575,9.3582,10.3575,9.3582,0.284302,0.322164,0.236762,0.558926,0.313956,0.289408,0,0,571.277,0.491378,13.3572,11.8785,0.016233,2850,0,-3.9756E-06,5700,5700,0,0,571.277,13.3491,11.8704,2548.93,2554.56
