"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Highly Risk Averse","0.01316","0.9895","All",1,0,1,0.499995,1,1,1,1,0.46329,0.556846,,,0.740781,,,,,0.063222,0.0677963,0.091623,0.472296,10.428,9.40825,1000,999.902,0.163743,0.234445,0.207007,0.441452,0.155071,0.139349,0,0,0.740781,0.515217,0.0815109,0.0860851,0.0365777,0.499994,0,7.5023E-06,1,1,0,0,0.740781,0.063222,0.0677963,0.0483497,0.0432731
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Highly Risk Averse","0.01316","0.9895","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Highly Risk Averse","0.01316","0.9895","DisputeArises",1,0,1,0.499995,1,1,1,1,0.46329,0.556846,,,0.740781,,,,,0.063222,0.0677963,0.091623,0.472296,10.428,9.40825,1000,999.902,0.163743,0.234445,0.207007,0.441452,0.155071,0.139349,0,0,0.740781,0.515217,0.0815109,0.0860851,0.0365777,0.499994,0,7.5023E-06,1,1,0,0,0.740781,0.063222,0.0677963,0.0483497,0.0432731
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Highly Risk Averse","0.01316","0.9895","PFiles",1,0,1,0.499995,1,1,1,1,0.46329,0.556846,,,0.740781,,,,,0.063222,0.0677963,0.091623,0.472296,10.428,9.40825,1000,999.902,0.163743,0.234445,0.207007,0.441452,0.155071,0.139349,0,0,0.740781,0.515217,0.0815109,0.0860851,0.0365777,0.499994,0,7.5023E-06,1,1,0,0,0.740781,0.063222,0.0677963,0.0483497,0.0432731
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Highly Risk Averse","0.01316","0.9895","DAnswers",1,0,1,0.499995,1,1,1,1,0.46329,0.556846,,,0.740781,,,,,0.063222,0.0677963,0.091623,0.472296,10.428,9.40825,1000,999.902,0.163743,0.234445,0.207007,0.441452,0.155071,0.139349,0,0,0.740781,0.515217,0.0815109,0.0860851,0.0365777,0.499994,0,7.5023E-06,1,1,0,0,0.740781,0.063222,0.0677963,0.0483497,0.0432731
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Highly Risk Averse","0.01316","0.9895","Litigated",1,0,1,0.499995,1,1,1,1,0.46329,0.556846,,,0.740781,,,,,0.063222,0.0677963,0.091623,0.472296,10.428,9.40825,1000,999.902,0.163743,0.234445,0.207007,0.441452,0.155071,0.139349,0,0,0.740781,0.515217,0.0815109,0.0860851,0.0365777,0.499994,0,7.5023E-06,1,1,0,0,0.740781,0.063222,0.0677963,0.0483497,0.0432731
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Highly Risk Averse","0.01316","0.9895","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Highly Risk Averse","0.01316","0.9895","Settles",0.7408,0,0.740781,0.504433,1,1,1,1,0.381349,0.649086,,,1,,,,,0,0,0,,10.4402,9.40978,1000,999.944,0.15,0.224818,0.21585,0.440668,0.128534,0.120027,0,0,1,0.515217,0,0,0,0.505433,0,-0.187924,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Highly Risk Averse","0.01316","0.9895","Tried",0.0916,0,0.0916228,0.477583,1,1,1,1,0.68502,0.259565,,,0,,,,,0,0,1,0.472296,10.3098,9.39017,999.995,999.614,0.3,0.278813,0.140301,0.419114,0.244395,0.192914,0,0,0,,0,0,0,0.472631,0,0.662994,1,1,0,0,0,0,0,0.527704,0.472296
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Highly Risk Averse","0.01316","0.9895","PWins",0.0433,0,0.0432731,0.727459,1,1,1,1,0.801164,0.345013,,,0,,,,,0,0,1,1,11.075,8.625,1000,999.182,0.3,0.590335,0,0.590335,0.517461,0,0,0,0,,0,0,0,0.784665,0,0.724563,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Highly Risk Averse","0.01316","0.9895","DWins",0.0483,0,0.0483497,0.253944,1,1,1,1,0.581071,0.183088,,,0,,,,,0,0,1,0,9.625,10.075,999.988,1000,0.3,0,0.265871,0.265871,0,0.365573,0,0,0,,0,0,0,0.193361,0,0.607889,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Highly Risk Averse","0.01316","0.9895","Abandoned",0.1676,0,0.167596,0.492633,1,1,1,1,0.704255,0.311664,,,0,,,,,0.377229,0.404522,0,,10.4386,9.41135,1000,999.874,0.15,0.252738,0.204388,0.457126,0.223534,0.195467,0,0,0,,0.486353,0.513647,0.218249,0.490911,0,0.468226,1,1,0,0,0,0.377229,0.404522,0,0
