"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Highly Risk Averse","0.01077","0.9869","All",1,0,1,0.499995,0.979578,0.979578,1,1,0.472958,0.554324,,,0.772287,,,,,0.0593113,0.0696816,0.035934,0.369759,10.3483,9.34706,1000,999.885,0.304654,0.260915,0.241055,0.50197,0.171771,0.157938,0,0,0.772287,0.517,0.0804931,0.0908633,0.0423635,0.499994,0,7.5023E-06,0.979578,0.979578,0.0204223,0,0.772287,0.0593113,0.0696816,0.0226474,0.0132871
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Highly Risk Averse","0.01077","0.9869","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Highly Risk Averse","0.01077","0.9869","DisputeArises",1,0,1,0.499995,0.979578,0.979578,1,1,0.472958,0.554324,,,0.772287,,,,,0.0593113,0.0696816,0.035934,0.369759,10.3483,9.34706,1000,999.885,0.304654,0.260915,0.241055,0.50197,0.171771,0.157938,0,0,0.772287,0.517,0.0804931,0.0908633,0.0423635,0.499994,0,7.5023E-06,0.979578,0.979578,0.0204223,0,0.772287,0.0593113,0.0696816,0.0226474,0.0132871
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Highly Risk Averse","0.01077","0.9869","PFiles",0.9796,0,0.979578,0.506681,1,1,1,1,0.472958,0.554324,,,0.788388,,,,,0.0605479,0.0711343,0.036684,0.369759,10.3555,9.33345,1000,999.883,0.311005,0.266354,0.243887,0.510242,0.175352,0.159037,0,0,0.788388,0.517,0.0821712,0.0927577,0.0432467,0.508224,0,0.0168189,1,1,0,0,0.788388,0.0605479,0.0711343,0.0231195,0.0135641
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Highly Risk Averse","0.01077","0.9869","DAnswers",0.9796,0,0.979578,0.506681,1,1,1,1,0.472958,0.554324,,,0.788388,,,,,0.0605479,0.0711343,0.036684,0.369759,10.3555,9.33345,1000,999.883,0.311005,0.266354,0.243887,0.510242,0.175352,0.159037,0,0,0.788388,0.517,0.0821712,0.0927577,0.0432467,0.508224,0,0.0168189,1,1,0,0,0.788388,0.0605479,0.0711343,0.0231195,0.0135641
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Highly Risk Averse","0.01077","0.9869","Litigated",0.9796,0,0.979578,0.506681,1,1,1,1,0.472958,0.554324,,,0.788388,,,,,0.0605479,0.0711343,0.036684,0.369759,10.3555,9.33345,1000,999.883,0.311005,0.266354,0.243887,0.510242,0.175352,0.159037,0,0,0.788388,0.517,0.0821712,0.0927577,0.0432467,0.508224,0,0.0168189,1,1,0,0,0.788388,0.0605479,0.0711343,0.0231195,0.0135641
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Highly Risk Averse","0.01077","0.9869","Not Litigated",0.0204,0,0.0204223,0.179301,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,1000,1000,0,0,0.105207,0.105207,0,0.105207,0,0,0,,0,0,0,0.105207,0,-0.80637,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Highly Risk Averse","0.01077","0.9869","Settles",0.7723,0,0.772287,0.516961,1,1,1,1,0.413333,0.620668,,,1,,,,,0,0,0,,10.367,9.333,1000,999.925,0.3,0.250377,0.252977,0.503354,0.144829,0.144919,0,0,1,0.517,0,0,0,0.520751,0,-0.226985,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Highly Risk Averse","0.01077","0.9869","Tried",0.0359,0,0.0359345,0.393041,1,1,1,1,0.70796,0.213055,,,0,,,,,0,0,1,0.369759,9.99161,9.40839,999.98,999.254,0.6,0.30572,0.136868,0.442588,0.317616,0.218988,0,0,0,,0,0,0,0.371436,0,0.864798,1,1,0,0,0,0,0,0.630241,0.369759
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Highly Risk Averse","0.01077","0.9869","PWins",0.0133,0,0.0132871,0.720257,1,1,1,1,0.838752,0.333969,,,0,,,,,0,0,1,1,11,8.4,1000,997.984,0.6,0.82681,0,0.82681,0.858981,0,0,0,0,,0,0,0,0.77319,0,1.16141,1,1,0,0,0,0,0,0,1
