"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Risk Neutral Truly Liable Probability 0.9","0.000216","0.9938","All",1,0,1,0.673383,1,1,1,1,0.848513,0.585989,,,0.663661,,,,,0.0058935,0,0.330445,0.550082,10.6868,9.21344,10.6868,9.21344,0.0997834,0.0691437,0.242121,0.311264,0.0381402,0.198849,0,0,0.663661,0.828627,0.0058935,0,0,0.900002,0,1.42533E-05,1,1,0,0,0.663661,0.0058935,0,0.148673,0.181772
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Risk Neutral Truly Liable Probability 0.9","0.000216","0.9938","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Risk Neutral Truly Liable Probability 0.9","0.000216","0.9938","DisputeArises",1,0,1,0.673383,1,1,1,1,0.848513,0.585989,,,0.663661,,,,,0.0058935,0,0.330445,0.550082,10.6868,9.21344,10.6868,9.21344,0.0997834,0.0691437,0.242121,0.311264,0.0381402,0.198849,0,0,0.663661,0.828627,0.0058935,0,0,0.900002,0,1.42533E-05,1,1,0,0,0.663661,0.0058935,0,0.148673,0.181772
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Risk Neutral Truly Liable Probability 0.9","0.000216","0.9938","PFiles",1,0,1,0.673383,1,1,1,1,0.848513,0.585989,,,0.663661,,,,,0.0058935,0,0.330445,0.550082,10.6868,9.21344,10.6868,9.21344,0.0997834,0.0691437,0.242121,0.311264,0.0381402,0.198849,0,0,0.663661,0.828627,0.0058935,0,0,0.900002,0,1.42533E-05,1,1,0,0,0.663661,0.0058935,0,0.148673,0.181772
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Risk Neutral Truly Liable Probability 0.9","0.000216","0.9938","DAnswers",1,0,1,0.673383,1,1,1,1,0.848513,0.585989,,,0.663661,,,,,0.0058935,0,0.330445,0.550082,10.6868,9.21344,10.6868,9.21344,0.0997834,0.0691437,0.242121,0.311264,0.0381402,0.198849,0,0,0.663661,0.828627,0.0058935,0,0,0.900002,0,1.42533E-05,1,1,0,0,0.663661,0.0058935,0,0.148673,0.181772
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Risk Neutral Truly Liable Probability 0.9","0.000216","0.9938","Litigated",1,0,1,0.673383,1,1,1,1,0.848513,0.585989,,,0.663661,,,,,0.0058935,0,0.330445,0.550082,10.6868,9.21344,10.6868,9.21344,0.0997834,0.0691437,0.242121,0.311264,0.0381402,0.198849,0,0,0.663661,0.828627,0.0058935,0,0,0.900002,0,1.42533E-05,1,1,0,0,0.663661,0.0058935,0,0.148673,0.181772
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Risk Neutral Truly Liable Probability 0.9","0.000216","0.9938","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Risk Neutral Truly Liable Probability 0.9","0.000216","0.9938","Settles",0.6637,0,0.663661,0.746589,1,1,1,1,0.82497,0.832285,,,1,,,,,0,0,0,,10.7911,9.13387,10.7911,9.13387,0.075,0.0247592,0.164276,0.189036,0.0180369,0.0547846,0,0,1,0.828627,0,0,0,0.935483,0,-0.427758,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Risk Neutral Truly Liable Probability 0.9","0.000216","0.9938","Tried",0.3304,0,0.330445,0.534417,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,0.550082,10.4901,9.35989,10.4901,9.35989,0.15,0.159172,0.393862,0.553033,0.0791825,0.482481,0,0,0,,0,0,0,0.836198,0,0.873655,1,1,0,0,0,0,0,0.449918,0.550082
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Risk Neutral Truly Liable Probability 0.9","0.000216","0.9938","PWins",0.1818,0,0.181772,0.654476,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,1,11.075,8.775,11.075,8.775,0.15,0.28936,0,0.28936,0.143947,0,0,0,0,,0,0,0,0.93564,0,1.02655,1,1,0,0,0,0,0,0,1
