"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Damages Dispute","0.001304","0.9981","All",1,0,1,0.5,1,1,1,1,0.798198,0.518116,,,0.498266,,,,,0.00178066,0,0.499954,1,10.5743,9.31316,1000.12,999.335,0.112497,0.202864,0.0451342,0.247998,0.0693541,0.00734725,0,0,0.498266,0.78183,0.00178066,0,0,1,0,0,1,1,0,0,0.498266,0.00178066,0,0,0.499954
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Damages Dispute","0.001304","0.9981","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Damages Dispute","0.001304","0.9981","DisputeArises",1,0,1,0.5,1,1,1,1,0.798198,0.518116,,,0.498266,,,,,0.00178066,0,0.499954,1,10.5743,9.31316,1000.12,999.335,0.112497,0.202864,0.0451342,0.247998,0.0693541,0.00734725,0,0,0.498266,0.78183,0.00178066,0,0,1,0,0,1,1,0,0,0.498266,0.00178066,0,0,0.499954
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Damages Dispute","0.001304","0.9981","PFiles",1,0,1,0.5,1,1,1,1,0.798198,0.518116,,,0.498266,,,,,0.00178066,0,0.499954,1,10.5743,9.31316,1000.12,999.335,0.112497,0.202864,0.0451342,0.247998,0.0693541,0.00734725,0,0,0.498266,0.78183,0.00178066,0,0,1,0,0,1,1,0,0,0.498266,0.00178066,0,0,0.499954
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Damages Dispute","0.001304","0.9981","DAnswers",1,0,1,0.5,1,1,1,1,0.798198,0.518116,,,0.498266,,,,,0.00178066,0,0.499954,1,10.5743,9.31316,1000.12,999.335,0.112497,0.202864,0.0451342,0.247998,0.0693541,0.00734725,0,0,0.498266,0.78183,0.00178066,0,0,1,0,0,1,1,0,0,0.498266,0.00178066,0,0,0.499954
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Damages Dispute","0.001304","0.9981","Litigated",1,0,1,0.5,1,1,1,1,0.798198,0.518116,,,0.498266,,,,,0.00178066,0,0.499954,1,10.5743,9.31316,1000.12,999.335,0.112497,0.202864,0.0451342,0.247998,0.0693541,0.00734725,0,0,0.498266,0.78183,0.00178066,0,0,1,0,0,1,1,0,0,0.498266,0.00178066,0,0,0.499954
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Damages Dispute","0.001304","0.9981","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Damages Dispute","0.001304","0.9981","Settles",0.4983,0,0.498266,0.5,1,1,1,1,0.781171,0.78249,,,1,,,,,0,0,0,,10.7443,9.18067,1000.14,999.138,0.075,0.148964,0.0552439,0.204208,0.0427658,0.00759491,0,0,1,0.78183,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Damages Dispute","0.001304","0.9981","Tried",0.5,0,0.499954,0.5,1,1,1,1,0.816157,0.255852,,,0,,,,,0,0,1,1,10.4071,9.44289,1000.09,999.53,0.15,0.257192,0.0349457,0.292137,0.0960954,0.00707562,0,0,0,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Damages Dispute","0.001304","0.9981","PWins",0.5,0,0.499954,0.5,1,1,1,1,0.816157,0.255852,,,0,,,,,0,0,1,1,10.4071,9.44289,1000.09,999.53,0.15,0.257192,0.0349457,0.292137,0.0960954,0.00707562,0,0,0,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Damages Dispute","0.001304","0.9981","DWins",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
