"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Damages Dispute","0.0188","0.9965","All",1,0,1,0.5,0.981599,0.635811,1,1,0.550136,0.402642,,,0.281256,,,,,0.00988424,0.00936908,0.335296,1,10.455,9.20183,1000.09,999.138,0.3432,0.299903,0.0975124,0.397416,0.139163,0.0214423,0,0,0.281256,0.508253,0.00988706,0.0093719,5.6465E-06,1,0,0,0.981599,0.635811,0.0184009,0.345788,0.281256,0.00988424,0.00936908,0,0.335296
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Damages Dispute","0.0188","0.9965","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Damages Dispute","0.0188","0.9965","DisputeArises",1,0,1,0.5,0.981599,0.635811,1,1,0.550136,0.402642,,,0.281256,,,,,0.00988424,0.00936908,0.335296,1,10.455,9.20183,1000.09,999.138,0.3432,0.299903,0.0975124,0.397416,0.139163,0.0214423,0,0,0.281256,0.508253,0.00988706,0.0093719,5.6465E-06,1,0,0,0.981599,0.635811,0.0184009,0.345788,0.281256,0.00988424,0.00936908,0,0.335296
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Damages Dispute","0.0188","0.9965","PFiles",0.9816,0,0.981599,0.5,1,0.64773,1,1,0.550136,0.402642,,,0.286529,,,,,0.0100695,0.00954471,0.341581,1,10.4635,9.18686,1000.09,999.122,0.349634,0.305525,0.0985665,0.404092,0.141772,0.0216475,0,0,0.286529,0.508253,0.0100724,0.00954759,5.75235E-06,1,0,0,1,0.64773,0,0.35227,0.286529,0.0100695,0.00954471,0,0.341581
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Damages Dispute","0.0188","0.9965","DAnswers",0.6358,0,0.635811,0.5,1,1,1,1,0.550136,0.402642,,,0.442358,,,,,0.0155459,0.0147356,0.527351,1,10.2533,9.28849,1000.06,999.293,0.458205,0.400991,0.107384,0.508375,0.196473,0.0267024,0,0,0.442358,0.508253,0.0155503,0.0147401,8.88079E-06,1,0,0,1,1,0,0,0.442358,0.0155459,0.0147356,0,0.527351
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Damages Dispute","0.0188","0.9965","Litigated",0.6358,0,0.635811,0.5,1,1,1,1,0.550136,0.402642,,,0.442358,,,,,0.0155459,0.0147356,0.527351,1,10.2533,9.28849,1000.06,999.293,0.458205,0.400991,0.107384,0.508375,0.196473,0.0267024,0,0,0.442358,0.508253,0.0155503,0.0147401,8.88079E-06,1,0,0,1,1,0,0,0.442358,0.0155459,0.0147356,0,0.527351
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Damages Dispute","0.0188","0.9965","Not Litigated",0.3642,0,0.364189,0.5,0.949474,0,1,1,,,,,0,,,,,0,0,0,,10.8071,9.05053,1000.14,998.868,0.142421,0.123423,0.0802777,0.2037,0.0391101,0.0122591,0,0,0,,0,0,0,1,0,0,0.949474,0,0.0505257,0.949474,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Damages Dispute","0.0188","0.9965","Settles",0.2813,0,0.281256,0.5,1,1,1,1,0.47465,0.541856,,,1,,,,,0,0,0,,10.3583,9.34175,1000.09,999.448,0.3,0.310211,0.0565344,0.366745,0.118096,0.0103049,0,0,1,0.508253,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Damages Dispute","0.0188","0.9965","Tried",0.3353,0,0.335296,0.5,1,1,1,1,0.601814,0.291355,,,0,,,,,0,0,1,1,10.1605,9.23952,1000.03,999.171,0.6,0.486927,0.147689,0.634616,0.268554,0.0392542,0,0,0,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Damages Dispute","0.0188","0.9965","PWins",0.3353,0,0.335296,0.5,1,1,1,1,0.601814,0.291355,,,0,,,,,0,0,1,1,10.1605,9.23952,1000.03,999.171,0.6,0.486927,0.147689,0.634616,0.268554,0.0392542,0,0,0,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
