"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1.5 Risk Neutral Fee Rule Reverse 68 Damages Dispute","2.238E-05","0.6916","All",1,0,1,0.5,0.699249,0.302233,1,1,0.501497,0.437978,,,0.213073,,,,,0.0306875,0.0121726,0.046299,1,10.313,9.35877,10.313,9.35877,0.328224,0.184657,0.204795,0.389452,0.120545,0.109977,0,0,0.213073,0.472828,0.0306875,0.0121726,4.2141E-21,1,0,0,0.699249,0.302233,0.300751,0.397016,0.213073,0.0306875,0.0121726,0,0.0462991
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1.5 Risk Neutral Fee Rule Reverse 68 Damages Dispute","2.238E-05","0.6916","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1.5 Risk Neutral Fee Rule Reverse 68 Damages Dispute","2.238E-05","0.6916","DisputeArises",1,0,1,0.5,0.699249,0.302233,1,1,0.501497,0.437978,,,0.213073,,,,,0.0306875,0.0121726,0.046299,1,10.313,9.35877,10.313,9.35877,0.328224,0.184657,0.204795,0.389452,0.120545,0.109977,0,0,0.213073,0.472828,0.0306875,0.0121726,4.2141E-21,1,0,0,0.699249,0.302233,0.300751,0.397016,0.213073,0.0306875,0.0121726,0,0.0462991
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1.5 Risk Neutral Fee Rule Reverse 68 Damages Dispute","2.238E-05","0.6916","PFiles",0.6992,0,0.699249,0.5,1,0.432224,1,1,0.501497,0.437978,,,0.304717,,,,,0.0438864,0.017408,0.066213,1,10.4476,9.08297,10.4476,9.08297,0.469395,0.264079,0.244275,0.508354,0.172392,0.14209,0,0,0.304717,0.472828,0.0438864,0.017408,6.02661E-21,1,0,0,1,0.432224,0,0.567776,0.304717,0.0438864,0.017408,0,0.0662127
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1.5 Risk Neutral Fee Rule Reverse 68 Damages Dispute","2.238E-05","0.6916","DAnswers",0.3022,0,0.302233,0.5,1,1,1,1,0.501497,0.437978,,,0.704998,,,,,0.101536,0.0402755,0.15319,1,10.1161,9.19196,10.1161,9.19196,0.691914,0.423449,0.339148,0.762596,0.339767,0.267891,0,0,0.704998,0.472828,0.101536,0.0402755,1.39432E-20,1,0,0,1,1,0,0,0.704998,0.101536,0.0402755,0,0.15319
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1.5 Risk Neutral Fee Rule Reverse 68 Damages Dispute","2.238E-05","0.6916","Litigated",0.3022,0,0.302233,0.5,1,1,1,1,0.501497,0.437978,,,0.704998,,,,,0.101536,0.0402755,0.15319,1,10.1161,9.19196,10.1161,9.19196,0.691914,0.423449,0.339148,0.762596,0.339767,0.267891,0,0,0.704998,0.472828,0.101536,0.0402755,1.39432E-20,1,0,0,1,1,0,0,0.704998,0.101536,0.0402755,0,0.15319
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1.5 Risk Neutral Fee Rule Reverse 68 Damages Dispute","2.238E-05","0.6916","Not Litigated",0.6978,0,0.697767,0.5,0.568981,0,1,1,,,,,0,,,,,0,0,0,,10.3983,9.43102,10.3983,9.43102,0.170694,0.0812265,0.1466,0.227827,0.0255909,0.0415784,0,0,0,,0,0,0,1,0,0,0.568981,0,0.431019,0.568981,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1.5 Risk Neutral Fee Rule Reverse 68 Damages Dispute","2.238E-05","0.6916","Settles",0.2131,0,0.213073,0.5,1,1,1,1,0.456525,0.489131,,,1,,,,,0,0,0,,10.1728,9.22717,10.1728,9.22717,0.6,0.347618,0.253879,0.601498,0.13786,0.0805213,0,0,1,0.472828,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1.5 Risk Neutral Fee Rule Reverse 68 Damages Dispute","2.238E-05","0.6916","Tried",0.0463,0,0.0462991,0.5,1,1,1,1,0.687601,0.382122,,,0,,,,,0,0,1,1,9.97748,8.82252,9.97748,8.82252,1.2,0.880131,0.750607,1.63074,1.43716,1.24236,0,0,0,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1.5 Risk Neutral Fee Rule Reverse 68 Damages Dispute","2.238E-05","0.6916","PWins",0.0463,0,0.0462991,0.5,1,1,1,1,0.687601,0.382122,,,0,,,,,0,0,1,1,9.97748,8.82252,9.97748,8.82252,1.2,0.880131,0.750607,1.63074,1.43716,1.24236,0,0,0,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1.5 Risk Neutral Fee Rule Reverse 68 Damages Dispute","2.238E-05","0.6916","DWins",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1.5 Risk Neutral Fee Rule Reverse 68 Damages Dispute","2.238E-05","0.6916","Abandoned",0.0429,0,0.0428601,0.5,1,1,1,1,0.524031,0.244015,,,0,,,,,0.715993,0.284007,0,,9.98401,9.41599,9.98401,9.41599,0.6,0.307103,0.318574,0.625677,0.158075,0.146718,0,0,0,,0.715993,0.284007,9.83222E-20,1,0,0,1,1,0,0,0,0.715993,0.284007,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1.5 Risk Neutral Fee Rule Reverse 68 Damages Dispute","2.238E-05","0.6916","Rounds1",0.3022,0,0.302233,0.5,1,1,1,1,0.501497,0.437978,,,0.704998,,,,,0.101536,0.0402755,0.15319,1,10.1161,9.19196,10.1161,9.19196,0.691914,0.423449,0.339148,0.762596,0.339767,0.267891,0,0,0.704998,0.472828,0.101536,0.0402755,0,1,0,0,1,1,0,0,0.704998,0.101536,0.0402755,0,0.15319
